aalto	אלטו
homayoun	הומאיון
homnabad	הומנבאד
homocysteine	הומוסיסטין
hon	הון
honda	הונדא
honduras	הונדוראס
honecker	הוניקר
hong	הונג
honshu	הונשו
hoodia	הודיא
hooke	הוק
hope	הופ
hopkins	הופקינס
horacio	הוראסיו
horatio	הוריישיו
horie	הורי
horikawa	הוריקאוא
horison	הוריסון
horiuchi	הוריוצ'י
horizonte	הוריזונטי
horna	הורנא
horne	הורן
horowitz	הורוביץ
horst	הורסט
horwitz	הורויץ
hoshi	הושי
hoshino	הושינו
hoshyar	הושיאר
hosic	הוסיטש
hoskins	הוסקינס
hosni	חוסני
hosny	חוסני
hossam	חוסאם
hossein	חוסין
hosseini	חוסייני
hostilius	הוסטיליוס
houari	הוארי
houbara	חובארא
houghton	הוטון
houllier	הולייה
houssay	הוסאי
houssine	חוסין
houston	היוסטן
howard	האוארד
howe	האו
howells	האוולז
hoyte	הויט
hrant	הראנט
hrawi	הראוי
hrbaty	הרבאטי
hristo	הריסטו
hristov	הריסטוב
hrithik	הריתיק
hrodna	הרודנא
hrubesch	הרובש
hrvoje	הירבוי
hsien	חסין
huayna	הואינא
hubail	חובייל
hubais	הובייס
hubbard	הובארד
hubbert	הוברט
hubble	האבל
hubei	הוביי
huber	הובר
hubert	היוברט
huchel	הוכל
huckabee	האקאבי
huddlestone	האדלסטון
hudhayfah	חודייפה
hudna	הודנה
hudson	הודסון
huerta	הוארטא
huesca	הואסקא
huffman	הופמאן
huggel	האגל
hughes	היוז
hugo	היוגו
hugues	הוגיז
hui	הוי
hulagu	הולאגו
hulk	הלק
hull	הל
hulusi	חולוסי
humberto	הומבירטו
humboldt	האמבולט
hume	היום
hummelt	הומילט
humphrey	המפרי
humpty	האמפטי
humssi	חומסי
hunke	הונקה
hunt	האנט
huntington	האנטנגטון
huppert	הופירט
hurndall	הרנדל
hurst	הורסט
hurt	הורט
hurwitz	הורויץ
hus	הוס
husain	חוסיין
husbands	האזבינדז
husni	חוסני
hussain	חוסיין
hussam	חוסאם
hussein	חוסיין
husseini	חוסייני
husserl	הוסרל
huston	היוסטן
hutchinson	הוטשינסון
hutchison	האצ'יסון
huth	הות
hutu	הוטו
huub	הוב
huxley	האקסלי
huygens	הוגינס
hyam	הים
hyang	היאנג
hyde	האיד
hydrographic	האידרוגראפיק
hydrography	האיג'רוגראפי
hyori	היורי
hyundai	היונדאי
hyypia	היפיא
ian	איאן
iaquinta	איאקוינטא
iba	איבא
iberia	איביריא
ibiza	איביזא
ibn	איבן
ibrahim	איבראהים
ibtisam	איבטיסאם
idaho	אידאהו
idi	עידי
ido	אידו
idris	אידריס
ifeanyi	איפאניי
ifil	איפיל
iftar	איפטאר
igarashi	איגאראשי
iglesias	איגליסיאס
ignac	איגנץ
igor	איגור
ihara	איהארא
iii	אייי
ikea	איקיא
ikebana	איקיבאנא
ilan	אילן
ilana	אילנה
ileana	איליאנא
ilham	אילהאם
ilia	איליא
ilkhanate	אלכאנאט
illiasu	אליאסו
illinois	אילינוי
ilya	איליא
imamura	אימאמורא
imbarek	אמבארק
imereti	אימיריטי
imlay	אימליי
imola	אימולא
imperia	אמפיריא
imre	אימרי
imsaad	אמסאעד
inca	אינקא
india	אינדיא
indian	אינדיאן
indiana	אינדיאנא
indonesia	אינדוניז'א
indurain	אינדוריין
indyk	אינדיק
ingeborg	אינגיבורג
ingmar	אינגמאר
ingushetia	אנגושיטיא
inmarsat	אינמארסאט
innsbruck	אינסברוק
inonu	אינונו
insulin	אינסולין
into	אינטו
intron	אינטרון
ioannis	יואניס
iofan	איופאן
ion	איון
ionescu	איוניסקו
iordanescu	יורדאניסקו
irakli	איראקלי
iran	איראן
iraola	איראולא
iraqi	עיראקי
irbid	אירביד
ireland	אירלנדא
irina	אירינא
irit	אירית
irkutsk	אירקוטסק
irne	אירן
iroquois	אירוקויס
irvine	אירבאין
irving	אירבינג
irwin	אירוין
ishihara	אישיהארא
ishtar	אשטאר
isidore	איזידור
isilkul	איסילקול
isis	אייסיס
iskandar	איסקנדר
iskra	איסקרא
islam	איסלאם
ismail	אסמאעיל
ismet	עיסמט
israels	איזרילז
issam	עסאם
isser	איסר
issta	איסטא
issyk	איסיק
istanbul	איסטנבול
istra	איסטרא
istvan	איסטבאן
italy	איטאלי
itamar	איתמר
ivanhoe	איבאנהו
ivanovic	איבאנוביטש
ivanovo	איבאנובו
iverson	איברסון
ivo	איבו
ivri	איברי
izhar	איזהאר
izmir	איזמיר
jaafari	ג'עפרי
jaap	ג'אפ
jaaskelainen	יאסקילאינן
jabal	ג'בל
jaber	ג'אבר
jabi	ג'אבי
jableh	גבלה
jabotinsky	ג'בוטנסקי
jacek	ג'אסיק
jacinto	ג'אסינטו
jack	ג'ק
jackie	ג'קי
jackman	ג'אקמאן
jackson	ג'אקסון
jacky	ג'קי
jacmot	ג'אקמוט
jacobi	ג'אקובי
jacobs	ג'ייקובס
jacobson	ג'אקובסון
jacopo	יאקופו
jacquard	ג'אקאר
jacquet	ג'אקה
jad	ג'אד
jafargholi	ג'עפרגולי
jagdeo	ג'אגדיו
jahan	ג'האן
jahangir	ג'האנגיר
jahin	ג'אהין
jahn	יאן
jahsh	ג'חש
jaidi	ג'אידי
jaime	ג'יימי
jairzinho	ג'ארזיניו
jakob	ג'אקוב
jakub	ג'אקוב
jalal	ג'לאל
jaloo	ג'אלו
jamal	ג'מאל
jame	ג'יים
jamel	ג'אמל
jameson	ג'יימסון
jamie	ג'יימי
jamieson	ג'מיסון
jammeh	ג'אמע
jamuovandu	ג'אמובאנדו
jana	יאנא
jandali	ג'נדלי
jandl	יאנדל
jane	ג'יין
janez	ג'אניז
janine	ג'אנין
janis	ג'אניס
janko	יאנקו
jankovic	יאנקוביטש
janos	יאנוש
janovic	יאנוביטש
janowski	ג'אנוסקי
jansen	יאנסן
janssen	ג'אנסן
janssens	יאנסינס
jansson	ג'אנסון
janusz	יאנוש
jaouad	ג'ואד
jardel	ג'ארדל
jared	ג'אריד
jarkko	יארקו
jarno	יארנו
jaromir	יארומיר
jaroslav	יארוסלאב
jaroslaw	יארוסלו
jarrod	ג'ארוד
jasem	ג'אסם
jashari	ישארי
jasmila	יאסמילא
jason	ג'ייסן
jaspers	יאספרז
jassem	ג'אסם
jasseron	ג'אסירון
jassim	ג'אסים
jaurs	ג'אורס
javad	ג'אוואד
javier	חאבייר
jawad	ג'אואד
jawdat	ג'אודאט
jawed	ג'אווד
jawhar	ג'אוהר
jay	ג'יי
jaycee	ג'ייסי
jaziri	ג'זירי
jean	ג'ין
jeandupeux	ג'אנדופו
jedina	ג'דינא
jeff	ג'ף
jeffrey	ג'פרי
jehad	ג'האד
jelinek	יליניק
jellinek	יליניק
jenas	ג'ינאס
jencks	ג'נקס
jenei	ג'יניי
jenner	ג'נר
jenni	ג'ני
jennifer	ג'ניפר
jennings	ג'נינגז
jens	ינס
jensen	ג'נסן
jeremie	ג'רמי
jeremy	ג'רמי
jericho	ג'ריקו
jerkovic	ירקוביטש
jermain	ג'רמיין
jermaine	ג'רמיין
jerry	ג'רי
jerusalem	ג'רוסאלם
jerzy	יירזי
jesper	יספר
jesse	ג'סי
jessica	ג'סיקא
jesus	חיסוס
jettou	ג'טו
jezek	יזיק
jia	ג'יא
jiang	ג'יאנג
jianqing	ג'יאנקינג
jiayi	ג'יאי
jibril	ג'יבריל
jiechi	ג'יצ'י
jigoro	ג'יגורו
jihad	ג'יהאד
jim	ג'ים
jimmy	ג'ימי
jinyu	ג'יניו
jiri	ג'ירי
jito	ג'יטו
jlloyd	ג'לויד
jo	ג'ו
joachim	ג'ואקים
joan	ג'ון
joanna	ג'ואנא
joao	ג'ואו
joaquin	ג'ואקין
job	ג'וב
jocelyn	גוסלין
jocelyne	ג'וסלין
jochi	ג'וטשי
jodar	ג'ודאר
jody	ג'ודי
joel	ג'ול
joey	ג'וי
johan	יוהאן
johann	יוהאן
johanna	יוהנא
johannes	יוהאנס
johannesburg	ג'והאנסברג
johansson	יוהאנסון
johar	ג'והר
john	ג'ון
johnny	ג'וני
johns	ג'ונז
johnson	ג'ונסון
joji	ג'וג'י
jol	ג'ול
joleon	ג'וליון
jomei	ג'ומיי
jomo	ג'ומו
jon	ג'ון
jonah	ג'ונא
jonas	ג'ונאס
jonathan	ג'ונתן
jonbenet	ג'ונביניט
jonbent	ג'ונבינט
jones	ג'ונז
jongbloed	יונגבלויד
jonny	ג'וני
jonquet	ג'ונקויט
jonson	ג'ונסון
joop	ג'ופ
jop	ג'ופ
jordan	ג'ורדאן
jordao	חורדאו
jordi	יורדי
jorg	ג'ורג
jorge	ג'ורג'
jorgensen	יורגנסן
jorginho	ג'ורג'יניו
joris	יוריס
jorn	יורן
jorquera	חורקיירא
jorvan	ג'ורבאן
jos	ג'וס
joschka	יושקא
jose	חוסה
joseba	ג'וסיבא
josef	ג'וסף
josep	ג'וסיפ
joseph	ג'וזף
josephine	ג'וזפין
josephs	ג'וסיפז
josh	ג'וש
joshua	ג'ושוא
josip	ג'וסיפ
jospin	ג'וספאן
jostein	ג'וסטאין
josu	חוסו
jouhaux	ג'והו
jovan	ג'ובאן
jovian	ג'וביאן
joya	ג'ויא
joyce	ג'ויס
jozef	ג'וזף
jozsef	ג'וזיף
jrme	ג'רם
juan	חואן
juana	חואנא
juarez	ואריז
jubayr	ג'ובאיר
judah	ג'ודה
judd	ג'אד
judit	ג'ודית
judt	ג'ודט
juhasz	ג'והאז
juhfiyah	ג'וחפיה
jujiro	ג'וג'ירו
jules	ז'ול
julia	ג'וליא
julian	ג'וליאן
juliano	ג'וליאנו
julien	גול'יאן
juliet	ג'ולייט
julio	יוליו
julius	ג'וליוס
jumblatt	ג'ונבלאט
jun	ג'ון
junayd	ג'ונייד
jundiaad	ג'ונדיאד
junger	ג'ונגר
junghans	יונגהאנז
junichi	ג'וניצ'י
junichiro	גוניטשירו
juninho	ג'ונינהו
junior	ג'וניור
junko	ג'אנקו
junnin	ג'ונין
jupp	יופ
jurg	יורג
jurgen	יורגין
jurkemik	יורקמיק
jurota	ג'ורוטא
jussi	יוסי
just	ג'אסט
justin	ג'אסטן
justine	ג'אסטין
jusufi	יוסופי
jutland	גו'טלאנד
juuso	יוסו
juventud	ג'ובינטוד
kabardin	קאבארדין
kabil	קאביל
kabila	קאבילא
kabongo	קאבונגו
kaboul	קאבול
kabul	קאבול
kachalin	קאצ'אלין
kaczynski	קאטשינסקי
kadar	קאדאר
kaddoumi	קדומי
kadeer	קדיר
kader	קאדר
kadima	קדימה
kadisha	קאדישא
kadlec	קאדליץ
kadyrov	קדירוב
kaebi	קעבי
kafi	קאפי
kafka	קאפקא
kafr	קאפר
kagan	קאגאן
kago	קאגו
kahalani	קהלאני
kahana	כהנא
kahane	קאהאנא
kahlo	קאהלו
kahn	קאהן
kahneman	קאהנמאן
kahramanmaras	קהרמאנמאראס
kahwaji	קהווג'י
kaia	קאיא
kaiafas	קאיאפאס
kaifeng	קאיפנג
kaifu	קאיפו
kaimbi	קאימבי
kais	קייס
kaiserslautern	קאיזרסלאוטרן
kaishu	קאישו
kaizen	קאיזן
kaj	קאי
kajava	קאיאווא
kaji	קאג'י
kajiura	קאג'יורא
kakha	קאכא
kakheti	קאכיטי
kakhi	קקי
kaklamanakis	קאקלאמאנאקיס
kakonje	קאקונג'י
kaku	קאקו
kakuei	קאקויי
kakuro	קאקורו
kal	קאל
kalabane	קאלאבאן
kalac	קאלאטש
kaladze	קאלאדזה
kalaf	קאלאף
kalam	קלאם
kalanga	קאלאנגא
kalashnikov	קלאשניקוב
kalavryta	קאלאבריטא
kalfat	קאלפאט
kalifa	חליפה
kalililo	חלילילו
kaliningrad	קאלינינגראד
kalla	קאלא
kallon	קאלון
kallstrom	קאלסטרום
kalmykia	קאלמיקיא
kalo	קאלו
kalou	קאלו
kaltz	קאלץ
kalusha	קאלושא
kama	קמא
kamal	קמאל
kamamoto	קאמאמוטו
kamara	קאמארא
kambonde	קאמבונדי
kamei	קאמיי
kamen	קאמן
kamikawa	קאמיקאוא
kamil	קאמל
kamiya	קאמיא
kampf	קאמפף
kanaan	כנען
kanafani	קנפאני
kanchelskis	קאנצ'לסקיס
kandahar	קנדהאר
kander	קאנדר
kandinsky	קאנדינסקי
kaneto	קאניטו
kanfory	קאנפורי
kankoune	קנקוני
kanno	קאנו
kano	קאנו
kanoute	קאנוטי
kanpur	קאנפור
kansas	קאנסאס
kant	קאנט
kantaria	קנטאריא
kantaro	קאנטארו
kante	קאנטי
kanther	קאנתר
kanu	קאנו
kanye	קאנייה
kaori	קאורי
kaoru	קארו
kapadze	קאפאדזה
kapitsa	קאפיטסא
kaplan	קפלאן
kaplinsky	קאפלינסקי
kaplychnyi	קאפליצ'ני
kapo	קאפו
kappei	קאפיי
kapsis	קאפסיס
karaboue	קאראבויה
karadeniz	קאראדינז
karadzic	קאראדיטש
karaganda	קאראגאנדא
karagounis	קאראגוניס
karamanlis	קאראמנליס
karami	קראמי
karan	קאראן
karanusic	קראנוסיטש
karazon	קאראזון
kardec	קארדק
kareem	קרים
karel	קאריל
karembeu	קארימבו
karen	קארן
kargus	קארגוס
karim	קרים
karimi	קרימי
karin	קארין
kariokka	קאריוקא
kariri	קרירי
karkar	קארקאר
karl	קארל
karle	קארל
karlheinz	קארלהאינז
karloff	קארלוף
karlovy	קארלובי
karlsruhe	קארלסרוה
karlsson	קארלסון
karmi	כרמי
karnataka	קארנאטאקא
karnei	קארניי
karo	קארו
karol	קארול
karolina	קארולאינא
karolos	קארולוס
karoly	קארולי
karoui	קרוי
karpenko	קארפינקו
karrar	קראר
karren	קארין
karrer	קארר
karroubi	קארובי
kary	קארי
karzai	קרזאי
kasdan	קאסדאן
kasdi	קאסדי
kasey	קייסי
kashmir	קשמיר
kashua	קשוע
kasonde	קאסונדי
kaspar	קאספאר
kasper	קאספר
kasraoui	קסראוי
kassai	קאסאי
kassir	קסיר
kasyanov	קאסיאנוב
kata	קטע
katakana	קאטאקאנא
katalinski	קאטאלינסקי
katan	קטן
katanec	קאטאניטש
katayama	קאטאיאמא
kate	קייט
kateb	קאטב
katerina	קאטרינא
katharine	קאתארין
katherine	קאתרין
kathleen	קאתלין
kathmandu	קאתמנדו
kathy	קאתי
katie	קייטי
katip	קאטיפ
katlego	קאטליגו
katongo	קאטונגו
katowice	קאטויסא
katsav	קצב
katsina	קאטסינא
katsouranis	קאטסוראניס
katsu	קאטסו
katsuki	קאטסוקי
katsura	קאצורא
katzer	קאטזר
katzir	קציר
katzrin	קצרין
kaufman	קאופמאן
kaufmann	קופמאן
kav	קאב
kavakci	קאוקג'י
kavazashvili	קאבאזאשבלי
kaviedes	קאבידס
kawai	קאואי
kawakami	קאואקאמי
kawasumi	קאואסומי
kay	קיי
kayal	קאיאל
kaye	קיי
kayrouz	קיירוז
kaysone	קאיסון
kazakhstan	קאזאכסטאן
kazan	קאזאן
kazantzakis	קאזאנצאקיס
kazaz	קאזאז
kazenga	קאזינגא
kazimir	קאזימיר
kazimova	קאזימובא
kazuhiko	קאזוהיקו
kazuki	קאזוקי
kazuya	קאזויא
kazuyoshi	קאזויושי
keach	קיטש
keane	קין
keaton	קיטון
keats	קיטס
kedumim	קדומים
keegan	קיגאן
keene	קין
kees	קיז
kehl	קאהל
kei	קיי
keigo	קייגו
keiji	קייג'י
keiser	קיסר
keisuke	קיסוקה
keita	קייטא
keitel	קאיטל
keith	קית
keizo	קייזו
keketi	קקיטי
kela	קילה
keller	קלר
kelley	קילי
kelly	קילי
kelso	קילסו
kemal	קמאל
kemerovo	קימירובו
kemoko	קימוקו
kemp	קמפ
kempes	קימפס
kempff	קימפף
ken	קן
kenan	קינאן
kendo	קנדו
kendrick	קנדריק
kenenisa	קיניניסא
kengo	קינגו
kenji	קנג'י
kennedy	קינידי
kenneth	קינית
kenny	קיני
kenshin	קינשין
kensington	קנסינגטון
kent	קנט
kentaro	קינטארו
kentucky	קנטאקי
kenya	קיניא
kenyatta	קיניאטא
kenzaburo	קנזאבורו
kenzo	קנזו
kepler	קפלר
kerckhoffs	קירקהופס
keri	קירי
kerim	קרים
kerimov	קרימוב
kerkouane	קרקואן
kerlon	קירלון
kerrigan	קיריגאן
kerry	קירי
kertesz	קירטיז
kerviel	קרבייל
kesarev	קיסאריב
kessai	קיסאי
kesselring	קיסלרינג
ketone	קיטון
kettering	קיטירינג
kevin	קווין
kewell	קיוול
keynes	קינז
kfar	כפר
kfoury	קפורי
khachaturian	חאצ'אטוריאן
khader	חאדר
khairat	חאיראט
khalaf	חלף
khaldoun	חלדון
khaldun	חלדון
khaled	חאלד
khali	קאלי
khalid	חאלד
khalifah	חליפה
khalil	חליל
khalilou	חלילו
khallikan	חליקאן
khamees	חמיס
khamis	חמיס
khamtai	חאמטאי
khan	חאן
khashoggi	חאשוגי
khashuri	חאשורי
khatami	חאטמי
khatibi	חטיבי
khayachi	כאיאשי
khayyam	חיאם
kherson	חירסון
khidiyatullin	חידיאטולין
khizanishvili	קיזאנישבילי
khodadad	חודאדאד
khoren	חורין
khouloud	חולוד
khoury	חורי
khrushchev	חרושצ'ב
khumalo	קומאלו
khums	חומס
khurtsilava	חורטסילאבא
khusainov	חוסיינוב
khuwaylid	חואילד
kiarostami	קיארוסטאמי
kiatisuk	קאיטיסוק
kibaki	קיבאקי
kidd	קיד
kidman	קידמאן
kidmat	קידמט
kido	קידו
kiefer	קיפר
kieft	קיפט
kienast	קינאסט
kieran	קיראן
kieron	קירון
kiev	קייב
kiichi	קיצ'י
kiichiro	קיטשירו
kijuro	קיג'ורו
kiki	קיקי
kikuchi	קיקוצ'י
kila	קילא
kilambe	קילאמבי
killen	קילן
kilmer	קילמר
kilpin	קילפן
kim	קים
kimberly	קימברלי
kimi	קימי
kinan	קנאן
kingsley	קינגסלי
kingson	קינגסון
kingston	קינגסטון
kinkel	קינקל
kinmochi	קינמוצ'י
kinnear	קיניאר
kinney	קיני
kinnock	קינוק
kinsey	קינזי
kinshasa	קינשאסא
kinski	קינסקי
kipling	קיפלינג
kira	קירא
kiran	קיראן
kirby	קירבי
kirchner	קירשניר
kiri	קירי
kiribati	קיריבאטי
kirichenko	קיריצ'נקו
kiril	קיריל
kirilenko	קירילנקו
kirk	קירק
kirkilas	קירקילאס
kirschen	קירשן
kirschenbaum	קירשנבאום
kirshner	קירשנר
kirsten	קירסטן
kiryat	קרית
kisaichi	קיסאיצ'י
kiselyov	קיסיליוב
kishi	קישי
kisho	קישו
kisnorbo	קיסנורבו
