AACHEN	아헨
TODOR	토도르
TOFFLER	토플러
TOGLIATTI	톨리아티
TOGO	토고
TOIVO	토이보
TOLAND	톨런드
TOLEDO	털리도
TOLKIEN	톨킨
TOLLER	톨러
TOM	톰
TOMA	토마
TOMMY	토미
TOMSK	톰스크
TONER	토너
TONGA	통가
TONI	타니
TONY	토니
TOPEKA	토피카
TOPELIUS	토펠리우스
TORA	토라
TORINO	토리노
TORMOD	토모드
TORONTO	토론토
TORQUATO	토르콰토
TORRENCE	토런스
TORRENS	토런스
TORRES	토레스
TORRICELLI	토리첼리
TORSTEN	톨스턴
TOSCANELLI	토스카넬리
TOSTI	토스티
TOURAINE	투렌
TOURNEUR	터너
TOWNES	타운스
TOWNSEND	타운센드
TOYNBEE	토인비
TRACY	트레이시
TRAUTMANN	트로트만
TREITSCHKE	트라이치케
TRENDELENBURG	트렌델렌부르크
TRENTON	트렌턴
TREVELYAN	트리벨리언
TREVITHICK	트레비식
TRICIA	트리시아
TRIER	트리어
TRIESTE	트리에스테
TRIMBLE	트림블
TRINIDAD	트리니다드
TRIPOLI	트리폴리
TRIPOLITANIA	트리폴리타니아
TRISTAN	트리스탕
TRISTRAM	트리스트럼
TROLLOPE	트롤럽
TROY	트로이
TRUDEAU	트뤼도
TRUJILLO	트루히요
TRUMAN	트루먼
TRYGVE	트뤼그베
TUCCI	투치
TUDOR	투도르
TULA	툴라
TULASNE	툴라슨
TUNIS	튀니스
TUNISIA	튀니지
TUPOLEV	투폴레프
TURCO	투르코
TURGENEV	투르게네프
TURGOT	튀르고
TURIN	투린
TURING	튜링
TURK	터키
TURKEY	터키
TURKMENISTAN	투르크메니스탄
TURNER	터너
TUSSAUD	터소
TUTU	투투
TUVALU	투발루
TWARDOWSKI	트와르도프스키
TWEED	데도
TWINING	트와이닝
TYLOR	타일러
TYNDALE	틴들
TYNDALL	틴들
TYUTCHEV	튜체프
UCCELLO	우첼로
UEBERWEG	유버벡
UGANDA	우간다
UGARTE	우가르테
UGO	우고
UKRAINE	우크라이나
ULAANBAATAR	울란바토르
ULANOVA	울라노바
ULISES	율리시스
ULLMAN	울만
ULRICH	울리히
UMBERTO	움베르토
UNAMUNO	우나무노
UNDERWOOD	언더우드
UNDSET	운세트
UNGARETTI	웅가레티
UNGARO	웅가로
UNGER	웅거
UNSWORTH	언스워스
UPDIKE	업다이크
URBAIN	위르뱅
URBAN	우르반
UREY	유리
URIBE	우리베
URSULA	우즐라
URUGUAY	우루과이
USTINOV	유스티노프
UTAH	유타
UTE	우트
UTRECHT	위트레흐트
UTRILLO	유트릴로
UWE	우베
UZBEKISTAN	우즈베키스탄
UZI	우지
VADUZ	파두츠
VAILLAND	바양
VAILLANT	바양
VAKHTANGOV	바흐탕고프
VALADON	발라동
VALDES	발데스
VALDIVIA	발디비아
VALENCIA	발렌시아
VALENTIN	발렌틴
VALENTINE	발렌타인
VALENTINO	발렌티노
VALERA	발레라
VALERI	발레리
VALERIE	발레리
VALERO	발레로
VALERY	발레리
VALLA	발라
VALLEJO	바예호
VALLETTA	발레타
VALOIS	발루아
VAN	반
VANCE	번스
VANCOUVER	밴쿠버
VANE	베인
VANUATU	바누아투
VARDI	바르디
VARENIUS	바레니우스
VARGA	바르가
VARGAS	바르가스
VARRO	바로
VASARI	바사리
VASILEVSKAYA	바실레프스카야
VATICAN	바티칸
VAUBAN	보방
VAUCANSON	보캉송
VAUGHAN	본
VAUVENARGUES	보브나르그
VAVILOV	바빌로프
VAZOV	바조프
VEBLEN	베블런
VECELLIO	베첼리오
VEEN	빈
VEGA	베가
VELAYATI	벨라야티
VELLA	벨라
VENEZIA	베네치아
VENEZIANO	베네치아노
VENEZUELA	베네수엘라
VENN	벤
VENTER	벤터
VENTURA	벤츄라
VENTURI	벤투리
VERDI	베르디
VERDIER	베르디에
VERDUN	베르됭
VERESAEV	베레사예프
VERGA	베르가
VERHAEREN	베르하렌
VERHOEVEN	버호벤
VERISSIMO	베리시모
VERLAINE	베를렌
VERMEER	베르메르
VERMONT	버몬트
VERNE	베른
VERNER	베르너
VERNET	베르네
VERONA	베로나
VERONESE	베로네세
VERONICA	베로니카
VERROCCHIO	베로키오
VERSAILLES	베르사유
VERTOV	베르토프
VERWEY	페르웨이
VESAAS	베소스
VESPUCCI	베스푸치
VESUVIUS	베수비오
VIC	빅
VICENTE	비센테
VICO	비코
VICTOR	빅터
VICTORIA	빅토리아
VICTORIEN	빅토리앵
VIDELA	비델라
VIDOR	비더
VIENNA	비엔나
VIENTIANE	비엔티안
VIEUXTEMPS	비외탕
VIGANO	비가노
VIGELAND	비겔란
VIGNOLA	비뇰라
VIGO	비고
VIKING	바이킹
VIKTOR	빅토르
VILA	빌라
VILLA	빌라
VILLANI	빌라니
VILLANUEVA	빌라누에바
VILLON	비용
VINAY	비나이
VINCENT	뱅상
VINCENZO	빈첸초
VINCI	빈치
VINOGRADOFF	비노그라도프
VINOGRADOV	비노그라도프
VIOLA	비올라
VIOLET	바이올렛
VIOTTI	비오티
VIRCHOW	피르호
VIRGIL	버질
VIRGINIA	버지니아
VIRTANEN	비르타넨
VISCHER	피셔
VISCONTI	비스콘티
VITO	비토
VITTORINI	비토리니
VITTORIO	비토리오
VIVALDI	비발디
VIVES	비베스
VIVIAN	비비언
VIVIEN	비비언
VLADIMIR	블라디미르
VLADISLAV	블라디슬라프
VLADIVOSTOK	블라디보스토크
VOGEL	포겔
VOGT	포크트
VOIGHT	보이트
VOIGT	포크트
VOISIN	브와쟁
VOLCKER	볼커
VOLGA	볼가
VOLGOGRAD	볼고그라드
VOLKOV	볼코프
VOLPI	볼피
VOLTA	볼타
VOLTAIRE	볼테르
VONDEL	폰델
VORONIN	보로닌
VORONTSOV	보론초프
VOROSHILOV	보로실로프
VOSS	포스
VOUET	부에
VOYNICH	보니치
WAAGE	보게
WACKENRODER	바켄로더
WADE	와데
WAGNER	바그너
WAIGEL	바이겔
WAIKIKI	와이키키
WAKEFIELD	웨이크필드
WAKSMAN	왁스먼
WALCOTT	월컷
WALD	월드
WALDEN	웰던
WALDHEIM	발트하임
WALES	웨일스
WALESA	바웬사
WALEY	웨일리
WALKER	워커
WALLACE	월리스
WALLACH	발라흐
WALLENSTEIN	발렌슈타인
WALLIS	윌리스
WALLON	왈롱
WALPOLE	월폴
WALSH	왈시
WALSINGHAM	월싱엄
WALT	월트
WALTARI	발타리
WALTER	발터
WALTHAM	월섬
WALTHER	발터
WALTON	월턴
WAND	반트
WANDA	완다
WANGCHUCK	왕추크
WARBURG	바르부르크
WARD	워드
WARDEN	와든
WARE	웨어
WARHOL	워홀
WARNER	워너
WARREN	워런
WARSAW	바르샤바
WARTBURG	바르트부르크
WARWICK	워릭
WARWICKSHIRE	워릭셔
WASHINGTON	워싱턴
WASSERMANN	바세르만
WASSILY	바실리
WATERBURY	워터베리
WATERFORD	워터퍼드
WATERLOO	워털루
WATERS	워터스
WATSON	왓슨
WATT	와트
WATTS	와트
WAUGH	워
WAYLAND	웨일랜드
WAYNE	웨인
WEAVER	위버
WEBB	웨브
WEBER	웨버
WEBERN	베베른
WEBSTER	웹스터
WEDDELL	웨들
WEDEKIND	베데킨트
WEDGWOOD	웨지우드
WEGENER	베게너
WEIDENREICH	바이덴라이히
WEIDMAN	와이드먼
WEIERSTRASS	바이어슈트라스
WEIL	바일
WEINBERG	와인버그
WEINBERGER	와인버거
WEINGARTNER	바인가르트너
WEINHEBER	바인헤버
WEISMANN	바이스만
WEISS	바이스
WEIYI	웨이이
WEIZMAN	바이츠만
WEIZMANN	바이츠만
WELCH	웰치
WELHAVEN	벨하벤
WELLER	웰러
WELLES	웰스
WELLESLEY	웰즐리
WELLINGTON	웰링턴
WELLS	웰스
WELTY	웰티
WEND	웬드
WENDERS	벤더스
WENDY	웬디
WERFEL	베르펠
WERGELAND	베르겔란
WERNER	베르너
WERNICKE	베르니케
WERTH	웰스
WERTHEIMER	베르트하이머
WESLEY	웨슬리
WESLEYAN	웨슬리
WEST	웨스트
WESTERBERG	베스테르베리
WESTERGAARD	웨스터가드
WESTERMARCK	웨스터마크
WESTINGHOUSE	웨스팅하우스
WESTON	웨스턴
WESTWOOD	웨스트우드
WETZEL	웨젤
WEYDEN	바이덴
WEYGAND	베강
WEYL	바일
WHALE	웨일
WHARTON	와튼
WHEATLEY	위틀리
WHEATSTONE	휘트스톤
WHEELOCK	휠락
WHIPPLE	휘플
WHISTLER	휘슬러
WHITAKER	휘태커
WHITE	화이트
WHITEHEAD	화이트헤드
WHITELAW	화이틀로
WHITFIELD	휫필드
WHITMAN	휘트먼
WHITNEY	휘트니
WHITTALL	휫톨
WHITTIER	휘티어
WHITWORTH	휘트워스
WHORF	워프
WHYMPER	휨퍼
WICKHAM	위컴
WICKSELL	빅셀
WIECHERT	비헤르트
WIELAND	빌란트
WIEMAN	위먼
WIEN	빈
WIENER	위너
WIENIAWSKI	비에니아프스키
WIESBADEN	비스바덴
WIESEL	비셀
WIESER	비저
WIGHT	와이트
WIGNER	위그너
WILBERFORCE	윌버포스
WILBUR	윌버
WILDE	와일드
WILDER	와일더
WILFRED	윌프레드
WILHELM	빌헬름
WILKE	윌크
WILKES	윌크스
WILKINS	윌킨스
WILKINSON	윌킨슨
WILL	윌
WILLCOCKS	윌콕스
WILLEM	빌렘
WILLEMSTAD	빌렘스타트
WILLI	빌리
WILLIAM	빌리암
WILLIAMS	윌리엄스
WILLIAMSON	윌리엄슨
WILLIS	윌리스
WILLOUGHBY	윌루비
WILLY	빌리
WILM	빌름
WILSON	윌슨
WILTON	윌턴
WILTSHIRE	윌트셔
WIM	빔
WIMBLEDON	윔블던
WINCHESTER	윈체스터
WINCKELMANN	빙켈만
WINDAUS	빈다우스
WINDELBAND	빈델반트
WINDHOEK	빈트후크
WINDSOR	윈저
WINFRIED	윈프레드
WINGROVE	윈그로브
WINKLER	빙클러
WINNIE	위니
WINSTON	윈스턴
WINTERS	윈터스
WINTHROP	윈스럽
WISCONSIN	위스콘신
WISE	와이즈
WISLICENUS	비슬리체누스
WISSLER	위슬러
WIT	비트
WITHERS	위더스
WITTENBERG	비텐베르크
WITTFOGEL	비트포겔
WITTGENSTEIN	비트겐슈타인
WITTIG	비티히
WITZ	비츠
WLODZIMIERZ	블로치미에르츠
WODEHOUSE	우드하우스
WOHLFAHRT	볼파르트
WOLCOTT	월코트
WOLE	월레
WOLF	볼프
WOLFE	울프
WOLFERS	월퍼스
WOLFF	볼프
WOLFGANG	볼프강
WOLFOWITZ	울포위츠
WOLFRAM	월프람
WOLFRUM	월프럼
WOLKER	볼케르
WOLLASTON	울러스턴
WOLLSTONECRAFT	울스턴크래프트
WOLSEY	울지
WOLVERHAMPTON	울버햄턴
WOOD	우드
WOODROW	우드로
WOODS	우즈
WOODWARD	우드워드
WOODWORTH	우드워스
WOOLF	울프
WOOLLEY	울리
WORCESTER	우스터
WORDSWORTH	워즈워스
WORKMAN	워크맨
WORMS	보름스
WORTHY	워디
WRANGEL	브랑겔
WREN	렌
WRIGHT	라이트
WRIGHTSON	라이트슨
WUNDT	분트
WYATT	와이엇
WYCHERLEY	위철리
WYCLIFFE	위클리프
WYLER	와일러
WYOMING	와이오밍
XAVIER	자비에르
XENAKIS	크세나키스
XENOPHON	크세노폰
XIE	셰
XIZHEN	시전
YAHYA	야히아
YALA	얄라
YALE	예일
YAMOUSSOUKRO	야무수크로
YANGON	양곤
YAO	야오
YAOUNDE	야운데
YASIN	야신
YASSIN	야신
YATES	예이츠
YEHUDI	예후디
YEMEN	예멘
YITZHAK	이츠하크
YORK	요크
YORKE	요크
YORKSHIRE	요크셔
YORKTOWN	요크타운
YOUNG	영
YOUNGSTOWN	영스타운
YUL	율
YUNIS	유니스
YVETTE	이베뜨
YVON	이봉
YVONNE	이본느
ZACHARIAS	자카리아스
ZADORNOV	자도르노프
ZAGREB	자그레브
ZAHN	잰
ZAIRE	자이르
ZAJAC	자자크
ZAKARIA	자카리아
ZAMBEZI	잠베지
ZAMBIA	잠비아
ZAMBONI	잠보니
ZAMORA	사모라
ZANETTI	사네티
ZANNINI	재니니
ZANZIBAR	잔지바르
ZAPATA	사파타
ZARAGOZA	사라고사
ZASULICH	자술리치
ZBIGNIEW	즈비그니에프
ZDENEK	즈데넥
ZEELAND	젤란드
ZEEMAN	제만
ZEISS	차이스
ZEMAN	제만
ZEMSKOV	젬스코프
ZENO	제논
ZEPPELIN	체펠린
ZETKIN	체트킨
ZEYER	쩌예얼
ZHAOZHEN	자오전
ZHDANOV	주다노프
ZHUKOV	주코프
ZIEGLER	치글러
ZIMBABWE	짐바브웨
ZIMMER	치머
ZIMMERMAN	짐머만
ZIMMERMANN	치머만
ZIMMERN	짐메른
ZINZENDORF	친첸도르프
ZION	시온
ZOLA	졸라
ZORAN	조란
ZORN	소른
ZORRILLA	소리야
ZUCKMAYER	추크마이어
ZUNZUNEGUI	순수네기
ZURICH	취리히
ZWEIG	츠바이크
ZWINGLI	츠빙글리
